date,warehouse_id,sku,quantity_on_hand
2024-08-19,WH01,SKU-0092,3299
2024-08-19,perth wh,SKU-0050,4562
2024-08-19,kewdale wh,SKU-0010,3610
2024-08-19,WH02,SKU-0040,1234
2024-08-19,WH02,SKU-0074,444
2024-08-20,fremantle wh,SKU-0038,3377
2024-08-20,WH03,SKU-0019,4953
2024-08-20,perth wh,SKU-0077,3188
2024-08-20,WH02,SKU-0020,3021
2024-08-20,perth wh,SKU-0086,157
2024-08-20,WH01,SKU-0018,4741
2024-08-20,WH02,SKU-0073,2574
2024-08-20,WH01,SKU-0057,658
2024-08-21,Perth WH,SKU-0082,2397
2024-08-21,WH02,SKU-0001,260
2024-08-21,fremantle wh,SKU-0079,543
2024-08-21,fremantle wh,SKU-0069,2864
2024-08-21,WH02,SKU-0011,4964
2024-08-21,Kewdale WH,SKU-0034,1706
2024-08-21,perth wh,SKU-0078,684
2024-08-21,WH01,SKU-0080,2283
2024-08-22,WH01,SKU-0034,4399
2024-08-22,kewdale wh,SKU-0062,1529
2024-08-22,Kewdale WH,SKU-0097,1449
2024-08-22,Kewdale WH,SKU-0066,2425
2024-08-22,Perth WH,SKU-0051,248
2024-08-22,WH01,SKU-0029,4756
2024-08-22,perth wh,SKU-0068,2332
2024-08-22,Fremantle WH,SKU-0017,4018
2024-08-23,fremantle wh,SKU-0046,1476
2024-08-23,Perth WH,SKU-0096,3943
2024-08-23,WH03,SKU-0086,754
2024-08-23,Perth WH,SKU-0035,2333
2024-08-23,WH01,SKU-0034,818
2024-08-23,kewdale wh,SKU-0012,309
2024-08-23,kewdale wh,SKU-0052,133
2024-08-23,Fremantle WH,SKU-0072,1689
2024-08-24,fremantle wh,SKU-0097,2734
2024-08-24,kewdale wh,SKU-0054,863
2024-08-24,WH01,SKU-0034,2475
2024-08-24,Kewdale WH,SKU-0040,1208
2024-08-24,WH02,SKU-0081,2960
2024-08-24,WH03,SKU-0037,4591
2024-08-24,Kewdale WH,SKU-0011,3855
2024-08-24,WH01,SKU-0045,1781
2024-08-25,WH02,SKU-0046,1617
2024-08-25,kewdale wh,SKU-0004,2378
2024-08-25,WH01,SKU-0087,654
2024-08-25,WH02,SKU-0093,4755
2024-08-25,Fremantle WH,SKU-0048,2148
2024-08-25,kewdale wh,SKU-0014,1336
2024-08-25,Perth WH,SKU-0040,2178
2024-08-25,WH02,SKU-0078,2988
2024-08-26,Fremantle WH,SKU-0044,1846
2024-08-26,WH01,SKU-0021,3938
2024-08-26,WH01,SKU-0061,4695
2024-08-26,WH01,SKU-0002,4316
2024-08-26,fremantle wh,SKU-0073,1241
2024-08-26,WH01,SKU-0096,2667
2024-08-26,WH02,SKU-0056,4689
2024-08-26,WH02,SKU-0022,3742
2024-08-27,WH01,SKU-0080,4678
2024-08-27,WH01,SKU-0019,1065
2024-08-27,fremantle wh,SKU-0024,977
2024-08-27,WH02,SKU-0095,1771
2024-08-27,kewdale wh,SKU-0092,2875
2024-08-27,fremantle wh,SKU-0047,268
2024-08-27,WH02,SKU-0019,629
2024-08-27,fremantle wh,SKU-0038,4471
2024-08-28,fremantle wh,SKU-0044,207
2024-08-28,Fremantle WH,SKU-0046,855
2024-08-28,fremantle wh,SKU-0002,553
2024-08-28,perth wh,SKU-0099,4558
2024-08-28,WH02,SKU-0012,2054
2024-08-28,perth wh,SKU-0008,3437
2024-08-28,fremantle wh,SKU-0004,3725
2024-08-28,perth wh,SKU-0044,4484
2024-08-29,kewdale wh,SKU-0051,2072
2024-08-29,Perth WH,SKU-0085,4821
2024-08-29,Fremantle WH,SKU-0060,4451
2024-08-29,fremantle wh,SKU-0055,573
2024-08-29,Fremantle WH,SKU-0005,395
2024-08-29,WH01,SKU-0035,190
2024-08-29,WH01,SKU-0046,1171
2024-08-29,WH03,SKU-0074,1084
2024-08-30,WH02,SKU-0038,1032
2024-08-30,WH01,SKU-0025,4783
2024-08-30,WH02,SKU-0022,1627
2024-08-30,WH01,SKU-0020,1357
2024-08-30,perth wh,SKU-0093,4214
2024-08-30,WH01,SKU-0069,4690
2024-08-30,WH01,SKU-0008,1445
2024-08-30,Kewdale WH,SKU-0015,3264
2024-08-31,WH01,SKU-0009,2670
2024-08-31,Perth WH,SKU-0026,4616
2024-08-31,fremantle wh,SKU-0057,84
2024-08-31,fremantle wh,SKU-0080,70
2024-08-31,WH01,SKU-0073,3047
2024-08-31,kewdale wh,SKU-0039,1640
2024-08-31,Kewdale WH,SKU-0047,4891
2024-08-31,Kewdale WH,SKU-0048,4824
2024-09-01,perth wh,SKU-0081,1703
2024-09-01,perth wh,SKU-0053,3082
2024-09-01,Kewdale WH,SKU-0049,1663
2024-09-01,WH02,SKU-0060,3341
2024-09-01,Kewdale WH,SKU-0039,3566
2024-09-01,Perth WH,SKU-0100,4729
2024-09-01,WH02,SKU-0079,2169
2024-09-01,perth wh,SKU-0042,2838
2024-09-02,WH02,SKU-0034,2483
2024-09-02,kewdale wh,SKU-0078,775
2024-09-02,WH01,SKU-0087,2415
2024-09-02,WH03,SKU-0042,2504
2024-09-02,Perth WH,SKU-0095,150
2024-09-02,perth wh,SKU-0018,3974
2024-09-02,WH01,SKU-0014,4511
2024-09-02,WH02,SKU-0036,1704
2024-09-03,WH03,SKU-0025,960
2024-09-03,Fremantle WH,SKU-0060,1231
2024-09-03,Perth WH,SKU-0093,2420
2024-09-03,perth wh,SKU-0045,4185
2024-09-03,fremantle wh,SKU-0093,292
2024-09-03,WH02,SKU-0034,709
2024-09-03,WH01,SKU-0023,296
2024-09-03,perth wh,SKU-0088,3993
2024-09-04,WH01,SKU-0033,2712
2024-09-04,WH03,SKU-0054,2625
2024-09-04,perth wh,SKU-0066,3008
2024-09-04,fremantle wh,SKU-0091,3221
2024-09-04,kewdale wh,SKU-0088,933
2024-09-04,fremantle wh,SKU-0008,56
2024-09-04,Fremantle WH,SKU-0060,2139
2024-09-04,Kewdale WH,SKU-0096,4259
2024-09-05,fremantle wh,SKU-0073,3274
2024-09-05,WH01,SKU-0016,3543
2024-09-05,perth wh,SKU-0077,313
2024-09-05,Perth WH,SKU-0074,2257
2024-09-05,WH01,SKU-0091,4293
2024-09-05,kewdale wh,SKU-0078,1024
2024-09-05,Fremantle WH,SKU-0093,3672
2024-09-05,WH01,SKU-0032,4689
2024-09-06,WH01,SKU-0003,3951
2024-09-06,WH03,SKU-0070,2630
2024-09-06,perth wh,SKU-0014,4984
2024-09-06,Kewdale WH,SKU-0032,3802
2024-09-06,Fremantle WH,SKU-0081,3609
2024-09-06,Fremantle WH,SKU-0062,304
2024-09-06,Perth WH,SKU-0043,4311
2024-09-06,WH01,SKU-0039,4343
2024-09-07,WH01,SKU-0046,1945
2024-09-07,WH01,SKU-0009,1398
2024-09-07,kewdale wh,SKU-0044,3293
2024-09-07,fremantle wh,SKU-0068,1707
2024-09-07,WH01,SKU-0079,1278
2024-09-07,kewdale wh,SKU-0062,4363
2024-09-07,WH03,SKU-0049,1266
2024-09-07,WH01,SKU-0084,2650
2024-09-08,Kewdale WH,SKU-0088,1116
2024-09-08,WH01,SKU-0040,2511
2024-09-08,Fremantle WH,SKU-0010,2413
2024-09-08,WH01,SKU-0046,2864
2024-09-08,WH03,SKU-0075,4183
2024-09-08,Fremantle WH,SKU-0084,3579
2024-09-08,fremantle wh,SKU-0026,4930
2024-09-08,Perth WH,SKU-0005,1316
2024-09-09,Kewdale WH,SKU-0079,4040
2024-09-09,perth wh,SKU-0047,3886
2024-09-09,WH01,SKU-0044,418
2024-09-09,WH01,SKU-0008,1520
2024-09-09,Fremantle WH,SKU-0027,3403
2024-09-09,WH03,SKU-0095,2574
2024-09-09,Perth WH,SKU-0047,4319
2024-09-09,WH03,SKU-0073,1152
2024-09-10,perth wh,SKU-0059,2176
2024-09-10,WH01,SKU-0011,2912
2024-09-10,kewdale wh,SKU-0068,2610
2024-09-10,kewdale wh,SKU-0077,3164
2024-09-10,Perth WH,SKU-0087,1062
2024-09-10,fremantle wh,SKU-0006,3606
2024-09-10,Perth WH,SKU-0046,1775
2024-09-10,WH03,SKU-0051,4017
2024-09-11,Kewdale WH,SKU-0028,4445
2024-09-11,kewdale wh,SKU-0042,91
2024-09-11,WH02,SKU-0077,4241
2024-09-11,kewdale wh,SKU-0097,1696
2024-09-11,WH02,SKU-0032,3384
2024-09-11,kewdale wh,SKU-0085,4889
2024-09-11,fremantle wh,SKU-0063,334
2024-09-11,WH01,SKU-0029,3861
2024-09-12,fremantle wh,SKU-0030,2312
2024-09-12,kewdale wh,SKU-0036,3291
2024-09-12,WH01,SKU-0004,2358
2024-09-12,fremantle wh,SKU-0002,615
2024-09-12,WH03,SKU-0022,3680
2024-09-12,WH02,SKU-0049,1041
2024-09-12,perth wh,SKU-0094,2479
2024-09-12,Kewdale WH,SKU-0041,3210
2024-09-13,perth wh,SKU-0081,2197
2024-09-13,fremantle wh,SKU-0032,3517
2024-09-13,Kewdale WH,SKU-0007,3398
2024-09-13,fremantle wh,SKU-0023,2029
2024-09-13,WH01,SKU-0035,1300
2024-09-13,perth wh,SKU-0069,3190
2024-09-13,perth wh,SKU-0084,1406
2024-09-13,Kewdale WH,SKU-0086,2414
2024-09-14,perth wh,SKU-0002,3294
2024-09-14,perth wh,SKU-0032,825
2024-09-14,WH01,SKU-0020,4594
2024-09-14,perth wh,SKU-0089,442
2024-09-14,Fremantle WH,SKU-0019,2413
2024-09-14,fremantle wh,SKU-0069,2910
2024-09-14,Fremantle WH,SKU-0065,3821
2024-09-14,fremantle wh,SKU-0021,4703
2024-09-15,Fremantle WH,SKU-0032,4056
2024-09-15,WH03,SKU-0055,4692
2024-09-15,fremantle wh,SKU-0068,2799
2024-09-15,WH01,SKU-0071,2743
2024-09-15,WH01,SKU-0067,2653
2024-09-15,Fremantle WH,SKU-0009,1301
2024-09-15,WH03,SKU-0057,1216
2024-09-15,kewdale wh,SKU-0006,242
2024-09-16,kewdale wh,SKU-0025,4247
2024-09-16,WH03,SKU-0058,4412
2024-09-16,fremantle wh,SKU-0038,935
2024-09-16,fremantle wh,SKU-0046,3517
2024-09-16,WH01,SKU-0064,2694
2024-09-16,WH02,SKU-0060,1198
2024-09-16,WH01,SKU-0045,3806
2024-09-16,WH02,SKU-0083,3016
2024-09-17,WH03,SKU-0008,3846
2024-09-17,WH01,SKU-0085,4352
2024-09-17,WH03,SKU-0033,4595
2024-09-17,fremantle wh,SKU-0016,2280
2024-09-17,WH03,SKU-0087,980
2024-09-17,fremantle wh,SKU-0100,1871
2024-09-17,WH03,SKU-0068,3859
2024-09-17,Kewdale WH,SKU-0099,1170
2024-09-18,WH02,SKU-0009,4613
2024-09-18,fremantle wh,SKU-0009,1257
2024-09-18,kewdale wh,SKU-0078,111
2024-09-18,kewdale wh,SKU-0060,288
2024-09-18,fremantle wh,SKU-0041,487
2024-09-18,WH01,SKU-0025,4527
2024-09-18,perth wh,SKU-0009,2314
2024-09-18,perth wh,SKU-0002,680
2024-09-19,Perth WH,SKU-0006,2017
2024-09-19,kewdale wh,SKU-0066,3823
2024-09-19,WH02,SKU-0076,4371
2024-09-19,fremantle wh,SKU-0066,3197
2024-09-19,kewdale wh,SKU-0071,3769
2024-09-19,kewdale wh,SKU-0079,4793
2024-09-19,WH02,SKU-0046,3029
2024-09-19,Kewdale WH,SKU-0009,4795
2024-09-20,Fremantle WH,SKU-0001,1292
2024-09-20,WH01,SKU-0096,1886
2024-09-20,perth wh,SKU-0051,4233
2024-09-20,WH02,SKU-0011,77
2024-09-20,WH02,SKU-0075,103
2024-09-20,perth wh,SKU-0004,3874
2024-09-20,WH02,SKU-0096,2958
2024-09-20,WH02,SKU-0093,1412
2024-09-21,perth wh,SKU-0040,1782
2024-09-21,WH03,SKU-0094,4068
2024-09-21,Kewdale WH,SKU-0042,1617
2024-09-21,WH02,SKU-0045,3485
2024-09-21,WH02,SKU-0092,3298
2024-09-21,fremantle wh,SKU-0097,2756
2024-09-21,WH01,SKU-0054,3558
2024-09-21,Kewdale WH,SKU-0082,3197
2024-09-22,Fremantle WH,SKU-0100,165
2024-09-22,kewdale wh,SKU-0004,1321
2024-09-22,kewdale wh,SKU-0027,1952
2024-09-22,Fremantle WH,SKU-0088,2643
2024-09-22,Kewdale WH,SKU-0023,4441
2024-09-22,kewdale wh,SKU-0080,2976
2024-09-22,fremantle wh,SKU-0012,2716
2024-09-22,perth wh,SKU-0025,1075
2024-09-23,fremantle wh,SKU-0009,3339
2024-09-23,WH03,SKU-0096,410
2024-09-23,Fremantle WH,SKU-0070,1276
2024-09-23,perth wh,SKU-0066,4406
2024-09-23,Perth WH,SKU-0004,1850
2024-09-23,WH01,SKU-0009,4547
2024-09-23,kewdale wh,SKU-0080,3059
2024-09-23,WH01,SKU-0051,2011
2024-09-24,WH02,SKU-0045,1174
2024-09-24,fremantle wh,SKU-0006,814
2024-09-24,WH01,SKU-0084,3777
2024-09-24,WH02,SKU-0069,1319
2024-09-24,WH03,SKU-0075,580
2024-09-24,WH03,SKU-0018,1914
2024-09-24,fremantle wh,SKU-0017,2650
2024-09-24,WH01,SKU-0055,2505
2024-09-25,WH01,SKU-0028,1780
2024-09-25,kewdale wh,SKU-0021,2739
2024-09-25,WH02,SKU-0047,1430
2024-09-25,fremantle wh,SKU-0081,4915
2024-09-25,kewdale wh,SKU-0063,1704
2024-09-25,WH02,SKU-0094,3456
2024-09-25,Perth WH,SKU-0001,3266
2024-09-25,Fremantle WH,SKU-0039,3041
2024-09-26,fremantle wh,SKU-0022,1934
2024-09-26,perth wh,SKU-0056,457
2024-09-26,fremantle wh,SKU-0021,2419
2024-09-26,WH03,SKU-0052,1942
2024-09-26,Fremantle WH,SKU-0055,3888
2024-09-26,Fremantle WH,SKU-0058,2102
2024-09-26,fremantle wh,SKU-0030,2960
2024-09-26,WH01,SKU-0095,1936
2024-09-27,perth wh,SKU-0057,4886
2024-09-27,Perth WH,SKU-0026,2299
2024-09-27,WH02,SKU-0061,3794
2024-09-27,Perth WH,SKU-0040,3213
2024-09-27,Perth WH,SKU-0029,4388
2024-09-27,kewdale wh,SKU-0073,2404
2024-09-27,Kewdale WH,SKU-0047,1762
2024-09-27,WH02,SKU-0032,743
2024-09-28,perth wh,SKU-0098,4036
2024-09-28,WH01,SKU-0080,833
2024-09-28,WH02,SKU-0094,1380
2024-09-28,WH02,SKU-0097,2271
2024-09-28,WH03,SKU-0017,2153
2024-09-28,Kewdale WH,SKU-0076,3712
2024-09-28,fremantle wh,SKU-0082,3472
2024-09-28,kewdale wh,SKU-0021,2402
2024-09-29,Perth WH,SKU-0006,130
2024-09-29,perth wh,SKU-0036,397
2024-09-29,perth wh,SKU-0023,1488
2024-09-29,fremantle wh,SKU-0062,4869
2024-09-29,WH01,SKU-0070,1138
2024-09-29,WH01,SKU-0095,3452
2024-09-29,perth wh,SKU-0052,3540
2024-09-29,WH02,SKU-0057,3478
2024-09-30,WH02,SKU-0046,1974
2024-09-30,fremantle wh,SKU-0027,4406
2024-09-30,WH01,SKU-0031,2706
2024-09-30,perth wh,SKU-0021,1892
2024-09-30,kewdale wh,SKU-0002,2923
2024-09-30,WH01,SKU-0020,3510
2024-09-30,Perth WH,SKU-0083,4334
2024-09-30,WH01,SKU-0001,3219
2024-10-01,Perth WH,SKU-0025,4166
2024-10-01,WH02,SKU-0064,2682
2024-10-01,Fremantle WH,SKU-0095,3168
2024-10-01,Kewdale WH,SKU-0047,2057
2024-10-01,Perth WH,SKU-0021,1304
2024-10-01,WH02,SKU-0043,1141
2024-10-01,WH02,SKU-0033,1114
2024-10-01,kewdale wh,SKU-0022,291
2024-10-02,kewdale wh,SKU-0020,1928
2024-10-02,fremantle wh,SKU-0088,2938
2024-10-02,WH03,SKU-0037,2878
2024-10-02,Kewdale WH,SKU-0076,3738
2024-10-02,perth wh,SKU-0059,1070
2024-10-02,fremantle wh,SKU-0049,927
2024-10-02,Perth WH,SKU-0009,3584
2024-10-02,WH01,SKU-0089,3153
2024-10-03,WH03,SKU-0042,2167
2024-10-03,WH03,SKU-0002,3177
2024-10-03,fremantle wh,SKU-0015,2641
2024-10-03,Fremantle WH,SKU-0082,3604
2024-10-03,Fremantle WH,SKU-0078,1619
2024-10-03,WH02,SKU-0049,2672
2024-10-03,Fremantle WH,SKU-0023,4913
2024-10-03,Fremantle WH,SKU-0046,2722
2024-10-04,WH02,SKU-0054,591
2024-10-04,kewdale wh,SKU-0056,4059
2024-10-04,WH02,SKU-0082,4784
2024-10-04,Perth WH,SKU-0053,2801
2024-10-04,WH01,SKU-0079,3830
2024-10-04,WH03,SKU-0063,1259
2024-10-04,WH02,SKU-0096,4784
2024-10-04,Fremantle WH,SKU-0066,2829
2024-10-05,perth wh,SKU-0020,4437
2024-10-05,fremantle wh,SKU-0022,4333
2024-10-05,WH03,SKU-0022,3280
2024-10-05,Kewdale WH,SKU-0035,2248
2024-10-05,perth wh,SKU-0100,1944
2024-10-05,perth wh,SKU-0090,2705
2024-10-05,Kewdale WH,SKU-0085,1530
2024-10-05,kewdale wh,SKU-0085,1603
2024-10-06,fremantle wh,SKU-0014,1748
2024-10-06,fremantle wh,SKU-0006,3476
2024-10-06,WH01,SKU-0073,4835
2024-10-06,kewdale wh,SKU-0063,4557
2024-10-06,WH02,SKU-0059,1007
2024-10-06,kewdale wh,SKU-0038,812
2024-10-06,Perth WH,SKU-0065,2605
2024-10-06,kewdale wh,SKU-0094,2661
2024-10-07,Fremantle WH,SKU-0098,1392
2024-10-07,WH03,SKU-0054,599
2024-10-07,Fremantle WH,SKU-0068,1975
2024-10-07,Kewdale WH,SKU-0057,773
2024-10-07,WH01,SKU-0064,3431
2024-10-07,Perth WH,SKU-0064,4067
2024-10-07,Kewdale WH,SKU-0019,2008
2024-10-07,Perth WH,SKU-0099,1901
2024-10-08,perth wh,SKU-0032,3273
2024-10-08,kewdale wh,SKU-0071,4832
2024-10-08,Perth WH,SKU-0045,3301
2024-10-08,Fremantle WH,SKU-0050,3966
2024-10-08,WH03,SKU-0084,4856
2024-10-08,fremantle wh,SKU-0073,3725
2024-10-08,Fremantle WH,SKU-0099,2570
2024-10-08,fremantle wh,SKU-0026,2685
2024-10-09,Perth WH,SKU-0040,309
2024-10-09,WH01,SKU-0001,4151
2024-10-09,Kewdale WH,SKU-0091,1219
2024-10-09,WH02,SKU-0053,1716
2024-10-09,Fremantle WH,SKU-0086,3847
2024-10-09,Fremantle WH,SKU-0071,3983
2024-10-09,WH01,SKU-0049,4090
2024-10-09,WH03,SKU-0033,4720
2024-10-10,Kewdale WH,SKU-0022,3467
2024-10-10,Kewdale WH,SKU-0009,2936
2024-10-10,WH03,SKU-0028,305
2024-10-10,perth wh,SKU-0025,4410
2024-10-10,WH01,SKU-0097,450
2024-10-10,Perth WH,SKU-0005,1264
2024-10-10,Kewdale WH,SKU-0019,3443
2024-10-10,perth wh,SKU-0073,923
2024-10-11,Perth WH,SKU-0080,1244
2024-10-11,Fremantle WH,SKU-0045,2199
2024-10-11,WH02,SKU-0017,4528
2024-10-11,Kewdale WH,SKU-0011,1059
2024-10-11,Kewdale WH,SKU-0020,4030
2024-10-11,WH03,SKU-0093,551
2024-10-11,kewdale wh,SKU-0032,1300
2024-10-11,WH02,SKU-0016,3245
2024-10-12,fremantle wh,SKU-0071,1246
2024-10-12,kewdale wh,SKU-0033,2308
2024-10-12,Perth WH,SKU-0051,1956
2024-10-12,kewdale wh,SKU-0029,567
2024-10-12,WH03,SKU-0096,473
2024-10-12,Fremantle WH,SKU-0082,2886
2024-10-12,WH03,SKU-0020,1716
2024-10-12,Fremantle WH,SKU-0057,2463
2024-10-13,perth wh,SKU-0070,1399
2024-10-13,Kewdale WH,SKU-0047,1803
2024-10-13,perth wh,SKU-0100,1470
2024-10-13,WH01,SKU-0045,3537
2024-10-13,WH02,SKU-0042,1438
2024-10-13,Perth WH,SKU-0007,1060
2024-10-13,WH02,SKU-0057,266
2024-10-13,Fremantle WH,SKU-0058,774
2024-10-14,Fremantle WH,SKU-0018,4824
2024-10-14,WH02,SKU-0028,233
2024-10-14,Perth WH,SKU-0055,1669
2024-10-14,kewdale wh,SKU-0004,784
2024-10-14,Fremantle WH,SKU-0057,3542
2024-10-14,kewdale wh,SKU-0085,1125
2024-10-14,WH03,SKU-0007,1911
2024-10-14,Kewdale WH,SKU-0034,3014
2024-10-15,perth wh,SKU-0050,1183
2024-10-15,kewdale wh,SKU-0027,4352
2024-10-15,Perth WH,SKU-0004,3806
2024-10-15,WH02,SKU-0054,4558
2024-10-15,Perth WH,SKU-0020,4413
2024-10-15,Fremantle WH,SKU-0047,2435
2024-10-15,Fremantle WH,SKU-0071,2907
2024-10-15,WH01,SKU-0093,1940
2024-10-16,kewdale wh,SKU-0012,699
2024-10-16,WH01,SKU-0066,4724
2024-10-16,fremantle wh,SKU-0020,4510
2024-10-16,WH01,SKU-0068,2304
2024-10-16,perth wh,SKU-0002,2072
2024-10-16,Perth WH,SKU-0030,1076
2024-10-16,WH01,SKU-0009,4546
2024-10-16,Perth WH,SKU-0054,897
2024-10-17,WH02,SKU-0088,984
2024-10-17,kewdale wh,SKU-0092,120
2024-10-17,fremantle wh,SKU-0034,305
2024-10-17,kewdale wh,SKU-0006,719
2024-10-17,WH03,SKU-0039,2968
2024-10-17,Kewdale WH,SKU-0100,2932
2024-10-17,perth wh,SKU-0009,3122
2024-10-17,perth wh,SKU-0100,4923
2024-10-18,fremantle wh,SKU-0093,1988
2024-10-18,fremantle wh,SKU-0084,276
2024-10-18,perth wh,SKU-0023,3368
2024-10-18,WH02,SKU-0048,1587
2024-10-18,Perth WH,SKU-0085,2878
2024-10-18,perth wh,SKU-0088,1320
2024-10-18,Kewdale WH,SKU-0085,117
2024-10-18,WH01,SKU-0096,732
2024-10-19,perth wh,SKU-0067,1381
2024-10-19,WH03,SKU-0043,3108
2024-10-19,WH01,SKU-0031,1357
2024-10-19,Kewdale WH,SKU-0036,1268
2024-10-19,WH01,SKU-0080,4038
2024-10-19,Fremantle WH,SKU-0026,679
2024-10-19,kewdale wh,SKU-0080,4971
2024-10-19,WH02,SKU-0029,3514
2024-10-20,WH02,SKU-0072,2355
2024-10-20,kewdale wh,SKU-0018,886
2024-10-20,WH02,SKU-0071,2116
2024-10-20,fremantle wh,SKU-0049,4397
2024-10-20,Kewdale WH,SKU-0011,3007
2024-10-20,WH02,SKU-0021,4705
2024-10-20,WH02,SKU-0097,829
2024-10-20,Kewdale WH,SKU-0016,2330
2024-10-21,WH01,SKU-0012,1438
2024-10-21,fremantle wh,SKU-0056,3558
2024-10-21,kewdale wh,SKU-0025,4067
2024-10-21,WH02,SKU-0074,4356
2024-10-21,perth wh,SKU-0039,3381
2024-10-21,perth wh,SKU-0006,955
2024-10-21,Fremantle WH,SKU-0066,3441
2024-10-21,kewdale wh,SKU-0052,3923
2024-10-22,fremantle wh,SKU-0025,2550
2024-10-22,WH01,SKU-0092,235
2024-10-22,perth wh,SKU-0096,4127
2024-10-22,Kewdale WH,SKU-0018,4500
2024-10-22,perth wh,SKU-0024,85
2024-10-22,WH01,SKU-0069,2514
2024-10-22,WH02,SKU-0022,453
2024-10-22,WH02,SKU-0054,2538
2024-10-23,WH02,SKU-0096,2172
2024-10-23,Perth WH,SKU-0003,4659
2024-10-23,Fremantle WH,SKU-0053,2363
2024-10-23,WH03,SKU-0002,1633
2024-10-23,Fremantle WH,SKU-0071,697
2024-10-23,Kewdale WH,SKU-0033,2967
2024-10-23,WH03,SKU-0019,3651
2024-10-23,kewdale wh,SKU-0023,3877
2024-10-24,kewdale wh,SKU-0010,2476
2024-10-24,WH03,SKU-0056,2187
2024-10-24,WH03,SKU-0096,4349
2024-10-24,perth wh,SKU-0097,2250
2024-10-24,perth wh,SKU-0083,3633
2024-10-24,kewdale wh,SKU-0056,605
2024-10-24,WH01,SKU-0035,2648
2024-10-24,Fremantle WH,SKU-0025,2519
2024-10-25,Kewdale WH,SKU-0078,3200
2024-10-25,kewdale wh,SKU-0072,2627
2024-10-25,Perth WH,SKU-0083,2214
2024-10-25,perth wh,SKU-0011,1996
2024-10-25,WH03,SKU-0005,3695
2024-10-25,WH02,SKU-0090,640
2024-10-25,WH03,SKU-0092,3707
2024-10-25,Kewdale WH,SKU-0061,2214
2024-10-26,WH02,SKU-0055,3364
2024-10-26,Fremantle WH,SKU-0021,1938
2024-10-26,WH02,SKU-0026,1327
2024-10-26,WH03,SKU-0022,351
2024-10-26,perth wh,SKU-0005,3265
2024-10-26,WH03,SKU-0062,907
2024-10-26,WH02,SKU-0051,4841
2024-10-26,WH02,SKU-0036,1024
2024-10-27,WH02,SKU-0048,839
2024-10-27,WH01,SKU-0096,2352
2024-10-27,fremantle wh,SKU-0010,4418
2024-10-27,perth wh,SKU-0008,281
2024-10-27,Perth WH,SKU-0006,1144
2024-10-27,WH02,SKU-0037,3431
2024-10-27,kewdale wh,SKU-0057,356
2024-10-27,fremantle wh,SKU-0027,1452
2024-10-28,WH01,SKU-0051,3448
2024-10-28,Kewdale WH,SKU-0050,457
2024-10-28,WH01,SKU-0007,4751
2024-10-28,Perth WH,SKU-0038,3983
2024-10-28,perth wh,SKU-0009,2920
2024-10-28,WH03,SKU-0049,516
2024-10-28,fremantle wh,SKU-0003,2647
2024-10-28,WH02,SKU-0092,1849
2024-10-29,kewdale wh,SKU-0085,3367
2024-10-29,WH01,SKU-0079,1506
2024-10-29,WH01,SKU-0023,4496
2024-10-29,Fremantle WH,SKU-0062,4663
2024-10-29,Perth WH,SKU-0051,2805
2024-10-29,WH01,SKU-0057,1529
2024-10-29,WH03,SKU-0042,3116
2024-10-29,perth wh,SKU-0001,2522
2024-10-30,WH03,SKU-0032,1983
2024-10-30,WH01,SKU-0097,3987
2024-10-30,fremantle wh,SKU-0063,4903
2024-10-30,fremantle wh,SKU-0065,4818
2024-10-30,fremantle wh,SKU-0058,920
2024-10-30,Fremantle WH,SKU-0002,2309
2024-10-30,fremantle wh,SKU-0042,2017
2024-10-30,WH01,SKU-0089,4488
2024-10-31,WH01,SKU-0088,1716
2024-10-31,fremantle wh,SKU-0038,77
2024-10-31,fremantle wh,SKU-0065,3963
2024-10-31,WH02,SKU-0057,3879
2024-10-31,WH01,SKU-0032,2494
2024-10-31,WH01,SKU-0089,4515
2024-10-31,Kewdale WH,SKU-0032,2807
2024-10-31,fremantle wh,SKU-0055,250
2024-11-01,WH03,SKU-0080,3978
2024-11-01,perth wh,SKU-0087,1845
2024-11-01,kewdale wh,SKU-0058,166
2024-11-01,perth wh,SKU-0023,410
2024-11-01,fremantle wh,SKU-0089,2804
2024-11-01,kewdale wh,SKU-0082,2540
2024-11-01,perth wh,SKU-0075,3605
2024-11-01,fremantle wh,SKU-0089,3378
2024-11-02,Kewdale WH,SKU-0045,655
2024-11-02,Kewdale WH,SKU-0091,3652
2024-11-02,WH02,SKU-0043,4420
2024-11-02,WH03,SKU-0089,3195
2024-11-02,Fremantle WH,SKU-0070,972
2024-11-02,WH02,SKU-0039,1540
2024-11-02,Kewdale WH,SKU-0001,3900
2024-11-02,Perth WH,SKU-0074,1330
2024-11-03,WH03,SKU-0044,3992
2024-11-03,kewdale wh,SKU-0066,161
2024-11-03,WH03,SKU-0059,251
2024-11-03,Perth WH,SKU-0094,1044
2024-11-03,WH01,SKU-0019,1667
2024-11-03,fremantle wh,SKU-0074,414
2024-11-03,WH02,SKU-0032,1422
2024-11-03,Kewdale WH,SKU-0062,3524
2024-11-04,WH01,SKU-0035,4093
2024-11-04,perth wh,SKU-0043,1576
2024-11-04,Perth WH,SKU-0013,4668
2024-11-04,Fremantle WH,SKU-0069,2152
2024-11-04,kewdale wh,SKU-0006,2570
2024-11-04,WH01,SKU-0025,1379
2024-11-04,WH02,SKU-0038,3955
